level_id,level_name,level_type,icon_type,current_icon,current_source,candidate_rank,candidate_name,candidate_path,reason,relevance,risk
castle_boss,La Sorciere au Miroir,boss,boss_entity,roundedRect procedurale,procedural,5,1FA84 magic wand,/home/kali/apps/snake/design_boards/openemoji/color/svg/1FA84.svg,baguette magique,moyen,faible
sonic_normal,Zone des Anneaux,normal,pickup,ring procedurale,runtime,1,1F48D ring,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F48D.svg,anneau dore Sonic iconique,fort,faible
sonic_normal,Zone des Anneaux,normal,pickup,ring procedurale,runtime,2,1FA99 coin,/home/kali/apps/snake/design_boards/openemoji/color/svg/1FA99.svg,piece ronde brillante,fort,faible
sonic_normal,Zone des Anneaux,normal,pickup,ring procedurale,runtime,3,1F7E1 yellow circle,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F7E1.svg,cercle jaune simple,moyen,trop simple
sonic_normal,Zone des Anneaux,normal,pickup,ring procedurale,runtime,4,1F7E0 orange circle,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F7E0.svg,cercle orange variante,moyen,trop simple
sonic_normal,Zone des Anneaux,normal,pickup,ring procedurale,runtime,5,26AA white circle,/home/kali/apps/snake/design_boards/openemoji/color/svg/26AA.svg,cercle blanc neutre,faible,faible contraste fond sombre
sonic_normal,Zone des Anneaux,normal,obstacle,ring procedurale gris,procedural,1,26D4 no entry,/home/kali/apps/snake/design_boards/openemoji/color/svg/26D4.svg,cercle barre passage interdit,moyen,rouge tres fort
sonic_normal,Zone des Anneaux,normal,obstacle,ring procedurale gris,procedural,2,26AA white circle,/home/kali/apps/snake/design_boards/openemoji/color/svg/26AA.svg,anneau inactif gris,faible,trop similaire pickup
sonic_normal,Zone des Anneaux,normal,obstacle,ring procedurale gris,procedural,3,26A0 warning,/home/kali/apps/snake/design_boards/openemoji/color/svg/26A0.svg,danger obstacle,moyen,generique
sonic_normal,Zone des Anneaux,normal,obstacle,ring procedurale gris,procedural,4,1F4A3 bomb,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4A3.svg,danger explosion,moyen,semantique lethal
sonic_normal,Zone des Anneaux,normal,obstacle,ring procedurale gris,procedural,5,1F6AB prohibited,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F6AB.svg,interdit passage,moyen,faible
sonic_boss,Serpent en Boucle,boss,boss_entity,cercle procedurale,runtime,1,1F40D snake,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F40D.svg,serpent exact mechanic loopSerpent,fort,faible
sonic_boss,Serpent en Boucle,boss,boss_entity,cercle procedurale,runtime,2,27B0 curly loop,/home/kali/apps/snake/design_boards/openemoji/color/svg/27B0.svg,boucle courbe trajectoire boss,fort,faible
sonic_boss,Serpent en Boucle,boss,boss_entity,cercle procedurale,runtime,3,27BF double curly loop,/home/kali/apps/snake/design_boards/openemoji/color/svg/27BF.svg,double boucle plus complexe,fort,faible
sonic_boss,Serpent en Boucle,boss,boss_entity,cercle procedurale,runtime,4,1F300 cyclone,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F300.svg,spirale tourbillon,moyen,faible
sonic_boss,Serpent en Boucle,boss,boss_entity,cercle procedurale,runtime,5,26CE Ophiuchus,/home/kali/apps/snake/design_boards/openemoji/color/svg/26CE.svg,signe serpent ophiuchus,faible,sens astrologique
streets_normal,Bagarre en Ruelle,normal,pickup,diamond procedurale,runtime,1,1F48E gem stone,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F48E.svg,gemme bonus rue,fort,faible
streets_normal,Bagarre en Ruelle,normal,pickup,diamond procedurale,runtime,2,2666 diamond suit,/home/kali/apps/snake/design_boards/openemoji/color/svg/2666.svg,diamant carte playing card,fort,faible
streets_normal,Bagarre en Ruelle,normal,pickup,diamond procedurale,runtime,3,1F536 large orange diamond,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F536.svg,grand diamant orange,moyen,couleur chaude
streets_normal,Bagarre en Ruelle,normal,pickup,diamond procedurale,runtime,4,1F537 large blue diamond,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F537.svg,grand diamant bleu variante,moyen,faible
streets_normal,Bagarre en Ruelle,normal,pickup,diamond procedurale,runtime,5,1FA99 coin,/home/kali/apps/snake/design_boards/openemoji/color/svg/1FA99.svg,piece bonus monetaire,moyen,faible
streets_normal,Bagarre en Ruelle,normal,obstacle,rect procedurale,runtime,1,1F6B6 person walking,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F6B6.svg,pieton qui marche bloqueur,fort,faible
streets_normal,Bagarre en Ruelle,normal,obstacle,rect procedurale,runtime,2,1F3C3 person running,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3C3.svg,passant qui court charge,fort,faible
streets_normal,Bagarre en Ruelle,normal,obstacle,rect procedurale,runtime,3,1F9D1 person,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F9D1.svg,personne neutre foule,moyen,trop generique
streets_normal,Bagarre en Ruelle,normal,obstacle,rect procedurale,runtime,4,1F9DF zombie,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F9DF.svg,zombie foule dangereuse,moyen,univers horror
streets_normal,Bagarre en Ruelle,normal,obstacle,rect procedurale,runtime,5,1F46A family,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F46A.svg,famille groupe obstruction,faible,trop friendly
streets_boss,Seigneur du Crime,boss,boss_entity,roundedRect procedurale,runtime,1,1F574 person in suit levitating,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F574.svg,personnage costume boss criminel,fort,icone obscure
streets_boss,Seigneur du Crime,boss,boss_entity,roundedRect procedurale,runtime,2,1F454 necktie,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F454.svg,cravate boss syndical,moyen,pas humain
streets_boss,Seigneur du Crime,boss,boss_entity,roundedRect procedurale,runtime,3,1F576 sunglasses,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F576.svg,lunettes noires gangster,moyen,faible
streets_boss,Seigneur du Crime,boss,boss_entity,roundedRect procedurale,runtime,4,1F0CF joker,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F0CF.svg,joker carte crime,moyen,couleur noire dominante
streets_boss,Seigneur du Crime,boss,boss_entity,roundedRect procedurale,runtime,5,1F5E1 dagger,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F5E1.svg,poignard menace criminelle,moyen,faible
fighter_normal,Dojo des Guerriers,normal,pickup,lightning procedurale,runtime,1,26A1 high voltage,/home/kali/apps/snake/design_boards/openemoji/color/svg/26A1.svg,eclair energie de charge,fort,faible
fighter_normal,Dojo des Guerriers,normal,pickup,lightning procedurale,runtime,2,1F525 fire,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F525.svg,feu puissance energie,fort,doublon kombat
fighter_normal,Dojo des Guerriers,normal,pickup,lightning procedurale,runtime,3,1F31F glowing star,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F31F.svg,etoile energie brillant,moyen,doublon castle
fighter_normal,Dojo des Guerriers,normal,pickup,lightning procedurale,runtime,4,E2CD solar energy,/home/kali/apps/snake/design_boards/openemoji/color/svg/E2CD.svg,energie solaire charge,moyen,OpenMoji custom non-standard
fighter_normal,Dojo des Guerriers,normal,pickup,lightning procedurale,runtime,5,1FAAB low battery,/home/kali/apps/snake/design_boards/openemoji/color/svg/1FAAB.svg,batterie vide contraire energy,faible,semantique inverse
fighter_normal,Dojo des Guerriers,normal,obstacle,cercle procedurale,runtime,1,270A raised fist,/home/kali/apps/snake/design_boards/openemoji/color/svg/270A.svg,poing zone de combat,fort,skin tone neutral
fighter_normal,Dojo des Guerriers,normal,obstacle,cercle procedurale,runtime,2,1F44A oncoming fist,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F44A.svg,poing qui frappe spar,fort,faible
fighter_normal,Dojo des Guerriers,normal,obstacle,cercle procedurale,runtime,3,1F94B martial arts uniform,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F94B.svg,kimono dojo combat,fort,faible
fighter_normal,Dojo des Guerriers,normal,obstacle,cercle procedurale,runtime,4,1F9B5 leg,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F9B5.svg,jambe coup de pied,moyen,ambigu
fighter_normal,Dojo des Guerriers,normal,obstacle,cercle procedurale,runtime,5,1F93A person fencing,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F93A.svg,escrimeur combat,moyen,doublon boss
fighter_boss,Ultime Challenger,boss,boss_entity,roundedRect procedurale,runtime,1,1F93A person fencing,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F93A.svg,escrimeur challenger duel final,fort,faible
fighter_boss,Ultime Challenger,boss,boss_entity,roundedRect procedurale,runtime,2,2694 crossed swords,/home/kali/apps/snake/design_boards/openemoji/color/svg/2694.svg,epees croisees combat,fort,faible
fighter_boss,Ultime Challenger,boss,boss_entity,roundedRect procedurale,runtime,3,1FA96 military helmet,/home/kali/apps/snake/design_boards/openemoji/color/svg/1FA96.svg,casque militaire challenger,fort,faible
fighter_boss,Ultime Challenger,boss,boss_entity,roundedRect procedurale,runtime,4,1F3C6 trophy,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3C6.svg,trophee champion ultime,fort,faible
fighter_boss,Ultime Challenger,boss,boss_entity,roundedRect procedurale,runtime,5,1F94B martial arts uniform,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F94B.svg,kimono ultime challenger,moyen,faible
outrun_normal,Autoroute du Soleil,normal,pickup,triangle procedurale,runtime,1,1F3C1 chequered flag,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3C1.svg,drapeau damiers checkpoint racing,fort,faible
outrun_normal,Autoroute du Soleil,normal,pickup,triangle procedurale,runtime,2,1F6A9 triangular flag,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F6A9.svg,drapeau triangulaire balise,fort,faible
outrun_normal,Autoroute du Soleil,normal,pickup,triangle procedurale,runtime,3,26F3 flag in hole,/home/kali/apps/snake/design_boards/openemoji/color/svg/26F3.svg,drapeau trou golf,moyen,contexte golf
outrun_normal,Autoroute du Soleil,normal,pickup,triangle procedurale,runtime,4,1F4CD round pushpin,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4CD.svg,pin repere position,moyen,faible
outrun_normal,Autoroute du Soleil,normal,pickup,triangle procedurale,runtime,5,1F3CE racing car,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3CE.svg,voiture course objectif,moyen,doublon boss
outrun_normal,Autoroute du Soleil,normal,obstacle,rect procedurale rose,runtime,1,1F698 oncoming automobile,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F698.svg,voiture sens inverse trafic hostile,fort,faible
outrun_normal,Autoroute du Soleil,normal,obstacle,rect procedurale rose,runtime,2,1F699 sport utility vehicle,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F699.svg,SUV gros vehicule bloquant,fort,faible
outrun_normal,Autoroute du Soleil,normal,obstacle,rect procedurale rose,runtime,3,1F697 automobile,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F697.svg,voiture standard trafic,fort,faible
outrun_normal,Autoroute du Soleil,normal,obstacle,rect procedurale rose,runtime,4,1F69B articulated lorry,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F69B.svg,camion semi obstacle majeur,moyen,trop grand
outrun_normal,Autoroute du Soleil,normal,obstacle,rect procedurale rose,runtime,5,1F6A7 construction,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F6A7.svg,chantier route bloquee,moyen,faible
outrun_boss,Rival Turbo,boss,boss_entity,roundedRect procedurale,runtime,1,1F3CE racing car,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3CE.svg,voiture course rival turbo,fort,faible
outrun_boss,Rival Turbo,boss,boss_entity,roundedRect procedurale,runtime,2,1F4A8 dashing away,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4A8.svg,nuage vitesse turbo speed,fort,faible
outrun_boss,Rival Turbo,boss,boss_entity,roundedRect procedurale,runtime,3,1F6A8 police car light,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F6A8.svg,gyrophare poursuivant rival,moyen,faible
outrun_boss,Rival Turbo,boss,boss_entity,roundedRect procedurale,runtime,4,1F699 sport utility vehicle,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F699.svg,SUV rival imposant,moyen,faible
outrun_boss,Rival Turbo,boss,boss_entity,roundedRect procedurale,runtime,5,1F698 oncoming automobile,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F698.svg,voiture rival en face,moyen,doublon obstacle
shinobi_normal,Temple des Neiges,normal,pickup,cross procedurale,runtime,1,2605 black star,/home/kali/apps/snake/design_boards/openemoji/color/svg/2605.svg,etoile noire shuriken 5 branches,fort,faible
shinobi_normal,Temple des Neiges,normal,pickup,cross procedurale,runtime,2,2B50 star,/home/kali/apps/snake/design_boards/openemoji/color/svg/2B50.svg,etoile standard jaune,fort,faible
shinobi_normal,Temple des Neiges,normal,pickup,cross procedurale,runtime,3,1F4AB dizzy,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4AB.svg,etoiles tournoiement shuriken,moyen,faible
shinobi_normal,Temple des Neiges,normal,pickup,cross procedurale,runtime,4,2747 sparkle,/home/kali/apps/snake/design_boards/openemoji/color/svg/2747.svg,etincelle etoile,moyen,petit a 72px
shinobi_normal,Temple des Neiges,normal,pickup,cross procedurale,runtime,5,1F31F glowing star,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F31F.svg,etoile brillante cible reelle,moyen,doublon castle
shinobi_normal,Temple des Neiges,normal,obstacle,diamond procedurale gris,runtime,1,1FAE5 dotted line face,/home/kali/apps/snake/design_boards/openemoji/color/svg/1FAE5.svg,visage pointille leurre fantome,moyen,peut etre peu lisible
shinobi_normal,Temple des Neiges,normal,obstacle,diamond procedurale gris,runtime,2,1F47B ghost,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F47B.svg,fantome leurre illusion,fort,faible
shinobi_normal,Temple des Neiges,normal,obstacle,diamond procedurale gris,runtime,3,1F441 eye,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F441.svg,oeil fausse cible piege,moyen,faible
shinobi_normal,Temple des Neiges,normal,obstacle,diamond procedurale gris,runtime,4,1F3AF bullseye,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3AF.svg,cible fausse flechette,moyen,ressemble pickup
shinobi_normal,Temple des Neiges,normal,obstacle,diamond procedurale gris,runtime,5,1F4CD round pushpin,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4CD.svg,marqueur fausse position,faible,trop generique
shinobi_boss,Ninja de l Ombre,boss,boss_entity,roundedRect procedurale,runtime,1,1F977 ninja,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F977.svg,ninja exact mechanic shadowNinja,fort,skin tone neutral
shinobi_boss,Ninja de l Ombre,boss,boss_entity,roundedRect procedurale,runtime,2,1F47B ghost,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F47B.svg,ombre fantome shadow,fort,faible
shinobi_boss,Ninja de l Ombre,boss,boss_entity,roundedRect procedurale,runtime,3,1F441 eye,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F441.svg,oeil qui observe ombre ninja,moyen,faible
shinobi_boss,Ninja de l Ombre,boss,boss_entity,roundedRect procedurale,runtime,4,1F576 sunglasses,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F576.svg,lunettes noires ninja discret,moyen,faible
shinobi_boss,Ninja de l Ombre,boss,boss_entity,roundedRect procedurale,runtime,5,1F5E3 speaking head,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F5E3.svg,silhouette tete fantome,faible,ambigu
kombat_normal,Arena des Enfers,normal,pickup,flame procedurale,runtime,1,1F3C5 sports medal,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3C5.svg,medaille token victoire kombat,fort,faible
kombat_normal,Arena des Enfers,normal,pickup,flame procedurale,runtime,2,1F396 military medal,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F396.svg,medaille militaire combat,fort,faible
kombat_normal,Arena des Enfers,normal,pickup,flame procedurale,runtime,3,1FA99 coin,/home/kali/apps/snake/design_boards/openemoji/color/svg/1FA99.svg,piece token finish,moyen,faible
kombat_normal,Arena des Enfers,normal,pickup,flame procedurale,runtime,4,1F480 skull,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F480.svg,crane trophee kombat fatality,moyen,ambigu vs obstacle
kombat_normal,Arena des Enfers,normal,pickup,flame procedurale,runtime,5,1F93A person fencing,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F93A.svg,combat finish token,faible,doublon fighter boss
kombat_normal,Arena des Enfers,normal,obstacle,cluster procedurale,runtime,1,1F525 fire,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F525.svg,feu lava zone fatale,fort,doublon fighter pickup
kombat_normal,Arena des Enfers,normal,obstacle,cluster procedurale,runtime,2,1F4A5 collision,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4A5.svg,explosion impact zone,fort,faible
kombat_normal,Arena des Enfers,normal,obstacle,cluster procedurale,runtime,3,1F47A goblin,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F47A.svg,goblin demon arene,moyen,univers fantaisie
kombat_normal,Arena des Enfers,normal,obstacle,cluster procedurale,runtime,4,2620 skull and crossbones,/home/kali/apps/snake/design_boards/openemoji/color/svg/2620.svg,danger mortel zone fatale,moyen,fort semantique mort
kombat_normal,Arena des Enfers,normal,obstacle,cluster procedurale,runtime,5,26D4 no entry,/home/kali/apps/snake/design_boards/openemoji/color/svg/26D4.svg,interdit zone bloquee,moyen,faible
kombat_boss,Porte du Dragon,boss,boss_entity,roundedRect procedurale,runtime,1,1F409 dragon,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F409.svg,dragon complet porte du dragon,fort,faible
kombat_boss,Porte du Dragon,boss,boss_entity,roundedRect procedurale,runtime,2,1F432 dragon face,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F432.svg,tete dragon boss,fort,faible
kombat_boss,Porte du Dragon,boss,boss_entity,roundedRect procedurale,runtime,3,1F004 mahjong red dragon,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F004.svg,dragon mahjong rouge,moyen,contexte mahjong
kombat_boss,Porte du Dragon,boss,boss_entity,roundedRect procedurale,runtime,4,1F525 fire,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F525.svg,feu dragon souffle,moyen,generique
kombat_boss,Porte du Dragon,boss,boss_entity,roundedRect procedurale,runtime,5,2694 crossed swords,/home/kali/apps/snake/design_boards/openemoji/color/svg/2694.svg,combat porte gardee,faible,trop generique
paperboy_normal,Tournee du Matin,normal,pickup,circle procedurale,runtime,1,1F4F0 newspaper,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4F0.svg,journal pickup Paperboy iconique,fort,faible
paperboy_normal,Tournee du Matin,normal,pickup,circle procedurale,runtime,2,1F5DE rolled-up newspaper,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F5DE.svg,journal roule lancer,fort,faible
paperboy_normal,Tournee du Matin,normal,pickup,circle procedurale,runtime,3,1F4C3 page with curl,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4C3.svg,page livraison document,moyen,faible
paperboy_normal,Tournee du Matin,normal,pickup,circle procedurale,runtime,4,1F4DC scroll,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4DC.svg,parchemin livraison,faible,anachronique
paperboy_normal,Tournee du Matin,normal,pickup,circle procedurale,runtime,5,1F3EE red paper lantern,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3EE.svg,lanterne papier clin oeil,faible,univers japonais
paperboy_normal,Tournee du Matin,normal,target,rect procedurale jaune,procedural,1,1F4EB closed mailbox with raised flag,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4EB.svg,boite aux lettres cible livraison,fort,faible
paperboy_normal,Tournee du Matin,normal,target,rect procedurale jaune,procedural,2,1F4EC open mailbox with raised flag,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4EC.svg,boite ouverte livraison effectuee,fort,faible
paperboy_normal,Tournee du Matin,normal,target,rect procedurale jaune,procedural,3,1F4EA closed mailbox with lowered flag,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4EA.svg,boite vide pas de livraison,moyen,semantique negatif
paperboy_normal,Tournee du Matin,normal,target,rect procedurale jaune,procedural,4,1F3E0 house,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F3E0.svg,maison destination livraison,moyen,faible
paperboy_normal,Tournee du Matin,normal,target,rect procedurale jaune,procedural,5,1F4E6 package,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4E6.svg,colis livraison alternative,moyen,faible
paperboy_boss,Chaos du Quartier,boss,boss_entity,rect procedurale orange,runtime,1,1F477 construction worker,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F477.svg,ouvrier chaos quartier,fort,faible
paperboy_boss,Chaos du Quartier,boss,boss_entity,rect procedurale orange,runtime,2,1F6A7 construction,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F6A7.svg,chantier barrage chaos,fort,faible
paperboy_boss,Chaos du Quartier,boss,boss_entity,rect procedurale orange,runtime,3,1F4A5 collision,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F4A5.svg,collision explosion chaos,moyen,faible
paperboy_boss,Chaos du Quartier,boss,boss_entity,rect procedurale orange,runtime,4,26A0 warning,/home/kali/apps/snake/design_boards/openemoji/color/svg/26A0.svg,danger avertissement,moyen,generique
paperboy_boss,Chaos du Quartier,boss,boss_entity,rect procedurale orange,runtime,5,1F6D1 stop sign,/home/kali/apps/snake/design_boards/openemoji/color/svg/1F6D1.svg,stop signe blocage chaos,moyen,faible
